1776,Dark
1487,Dark
3781,Bright
4226,Dark
4945,Dark
1061,Bright
6038,Dark
594,Dark
5304,Bright
4358,Dark
5918,Dark
1668,Bright
6788,Bright
3483,Dark
7837,Dark
1401,Bright
5389,Dark
2654,Bright
1112,Dark
5337,Bright
4434,Dark
1387,Dark
4733,Dark
475,Bright
3864,Dark
115,Bright
1265,Dark
7938,Dark
4013,Dark
7445,Bright
816,Dark
5092,Dark
1463,Bright
5618,Bright
3224,Bright
p300,Bright
p270,Dark
5810,Dark
6294,Dark
7011,Dark
6098,Dark
2110,Bright
p281,Dark
p240,Bright
5126,Dark
5519,Dark
459,Dark
1641,Bright
5538,Dark
7498,Bright
2741,Bright
175,Bright
16,Bright
p345,Dark
7752,Bright
2294,Dark
2012,Dark
14,Bright
2812,Bright
7569,Dark
4860,Dark
56,Bright
p249,Dark
5583,Bright
3876,Bright
2238,Dark
p307,Bright
8855,Dark
1025,Dark
p243,Dark
p333,Bright
5239,Dark
3914,Dark
3032,Bright
7285,Bright
7704,Dark
4854,Dark
5002,Dark
4152,Dark
6643,Bright
8421,Bright
8705,Dark
2673,Dark
5975,Dark
3380,Bright
6446,Dark
637,Dark
1914,Dark
8066,Dark
p263,Dark
p315,Bright
8228,Bright
2256,Dark
8875,Dark
p305,Bright
663,Dark
711,Dark
7981,Dark
8718,Bright
2751,Bright
2589,Dark
p311,Dark
7867,Bright
2992,Dark
1066,Dark
5570,Bright
8494,Dark
7959,Bright
7061,Dark
6330,Dark
2229,Dark
7832,Dark
8006,Dark
4535,Bright
7126,Dark
8347,Dark
7247,Bright
5672,Dark
606,Dark
5604,Bright
8527,Dark
479,Bright
p254,Dark
6865,Bright
639,Dark
1748,Dark
1027,Dark
596,Dark
2582,Bright
476,Dark
511,Dark
7525,Bright
1271,Dark
4973,Bright
p278,Dark
2758,Bright
2397,Dark
1335,Bright
5606,Bright
p317,Bright
7051,Dark
1825,Bright
1987,Dark
55,Dark
7828,Dark
5940,Dark
p238,Bright
1445,Dark
p285,Bright
6544,Bright
3105,Dark
580,Dark
3072,Dark
1509,Bright
p318,Dark
3490,Dark
3361,Bright
100,Bright
850,Dark
6553,Dark
4425,Dark
8771,Bright
2113,Dark
2299,Dark
1212,Dark
1777,Dark
337,Bright
8222,Dark
p336,Bright
5290,Bright
6037,Dark
1827,Dark
4044,Bright
7069,Dark
5319,Dark
7825,Dark
6518,Bright
7777,Dark
1165,Bright
1944,Bright
6317,Bright
4967,Bright
1224,Bright
2628,Dark
2127,Dark
1046,Dark
p261,Bright
1961,Bright
8410,Bright
6895,Bright
4057,Bright
3825,Dark
7241,Dark
6694,Dark
2494,Dark
p225,Dark
1806,Bright
7956,Dark
4246,Dark
6993,Dark
3927,Dark
p316,Dark
4010,Dark
7909,Dark
4116,Bright
5876,Bright
1535,Dark
3446,Bright
2823,Dark
589,Bright
6060,Dark
5154,Dark
3630,Bright
3513,Bright
5147,Dark
439,Dark
2388,Dark
p258,Dark
p310,Bright
7139,Dark
707,Dark
1050,Bright
6574,Dark
70,Bright
1638,Dark
6006,Bright
3792,Dark
597,Bright
p237,Dark
1182,Bright
6701,Dark
7962,Bright
5206,Dark
7874,Dark
8498,Dark
p323,Bright
3185,Bright
8776,Bright
7520,Dark
2146,Dark
4490,Bright
6492,Dark
451,Bright
2562,Dark
5914,Dark
3584,Bright
340,Bright
4138,Bright
p274,Dark
p256,Dark
4899,Bright
7475,Dark
8825,Bright
953,Dark
1885,Bright
278,Dark
231,Bright
4438,Dark
5656,Dark
7816,Bright
3638,Bright
1446,Dark
353,Dark
8152,Dark
5655,Bright
4111,Bright
510,Dark
6167,Bright
5985,Dark
p287,Dark
p236,Bright
s5,Bright
4356,Bright
664,Bright
8786,Dark
p233,Bright
216,Dark
718,Dark
1222,Dark
8401,Dark
2319,Dark
1851,Bright
122,Bright
764,Bright
5622,Bright
398,Dark
3905,Bright
5029,Bright
7090,Dark
p303,Bright
2577,Bright
6927,Bright
4495,Dark
6519,Bright
3923,Dark
p279,Dark
2512,Bright
6406,Bright
30,Bright
8772,Dark
6371,Bright
8848,Dark
6828,Bright
5935,Dark
p361,Bright
17,Dark
7188,Bright
4335,Dark
2272,Dark
598,Bright
8643,Dark
p226,Dark
3866,Dark
8725,Dark
5189,Dark
p351,Bright
p326,Dark
868,Dark
2061,Dark
